J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-07-23,2024-10-14,Monday,7600,7730,7310,7310,7410,1373715,10110762700,184,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7600,7730,7310,7310,7410
1403-07-24,2024-10-15,Tuesday,7200,7390,7190,7190,7350,582246,4200297380,137,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7200,7390,7190,7190,7350
1403-07-25,2024-10-16,Wednesday,7140,7570,7140,7340,7360,385759,2846648920,131,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7140,7570,7140,7340,7360
1403-07-28,2024-10-19,Saturday,7200,7410,7140,7140,7220,1411343,10105319160,171,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7200,7410,7140,7140,7220
1403-07-29,2024-10-20,Sunday,7110,7110,7010,7010,7180,348008,2440739530,80,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7110,7110,7010,7010,7180
1403-07-30,2024-10-21,Monday,7000,7110,6970,6970,7050,1383116,9670951790,209,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7000,7110,6970,6970,7050
1403-08-01,2024-10-22,Tuesday,6970,6970,6840,6840,6960,892378,6110765720,87,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6970,6970,6840,6840,6960
1403-08-02,2024-10-23,Wednesday,7120,7120,6760,6760,6830,1403324,9502457350,163,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7120,7120,6760,6760,6830
1403-08-05,2024-10-26,Saturday,7020,7030,6950,7030,6910,927406,6519254180,72,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7020,7030,6950,7030,6910
1403-08-06,2024-10-27,Sunday,7110,7110,7110,7110,7070,1747841,12427149510,103,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7110,7110,7110,7110,7070
1403-08-07,2024-10-28,Monday,7260,7270,6940,7180,7110,1456017,10379275970,203,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7260,7270,6940,7180,7110
1403-08-08,2024-10-29,Tuesday,6900,7080,6900,6900,7030,1070933,7434065690,112,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6900,7080,6900,6900,7030
1403-08-09,2024-10-30,Wednesday,6820,7110,6820,7110,6970,1255121,8698017120,204,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6820,7110,6820,7110,6970
1403-08-12,2024-11-02,Saturday,6840,7160,6830,6860,7000,1186559,8326044470,162,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6840,7160,6830,6860,7000
1403-08-13,2024-11-03,Sunday,6840,6840,6790,6790,6890,1081615,7344742840,131,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6840,6840,6790,6790,6890
1403-08-14,2024-11-04,Monday,6690,6990,6690,6740,6700,2960020,19823303070,232,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6690,6990,6690,6740,6700
1403-08-15,2024-11-05,Tuesday,6700,6800,6530,6610,6670,639489,4228789200,119,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6700,6800,6530,6610,6670
1403-08-16,2024-11-06,Wednesday,6870,6870,6650,6870,6790,1408927,9653502600,120,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6870,6870,6650,6870,6790
1403-08-19,2024-11-09,Saturday,6990,6990,6990,6990,6870,829208,5796163920,62,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6990,6990,6990,6990,6870
1403-08-20,2024-11-10,Sunday,7070,7070,7070,7070,6950,919246,6499069220,58,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7070,7070,7070,7070,6950
1403-08-21,2024-11-11,Monday,7150,7150,7110,7150,7140,2066423,14774805490,150,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7150,7150,7110,7150,7140
1403-08-22,2024-11-12,Tuesday,7300,7330,7000,7070,7160,1970825,14116042790,220,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7300,7330,7000,7070,7160
1403-08-23,2024-11-13,Wednesday,7020,7370,7020,7370,7260,1569399,11467356760,184,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7020,7370,7020,7370,7260
1403-08-26,2024-11-16,Saturday,7460,7470,7460,7470,7420,1559161,11646712670,132,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7460,7470,7460,7470,7420
1403-08-27,2024-11-17,Sunday,7440,7630,7390,7570,7470,2078906,15520370180,240,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7440,7630,7390,7570,7470
1403-08-28,2024-11-18,Monday,7580,7690,7520,7690,7650,2256058,17267544310,145,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7580,7690,7520,7690,7650
1403-08-29,2024-11-19,Tuesday,7870,7870,7530,7680,7760,2352965,18257975560,296,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7870,7870,7530,7680,7760
1403-08-30,2024-11-20,Wednesday,7700,7700,7530,7530,7580,2651945,20096208890,255,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7700,7700,7530,7530,7580
1403-09-03,2024-11-23,Saturday,7600,7800,7550,7800,7770,4019929,31219373580,254,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7600,7800,7550,7800,7770
1403-09-04,2024-11-24,Sunday,8000,8000,8000,8000,7970,1736527,13892216000,130,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8000,8000,8000,8000,7970
1403-09-05,2024-11-25,Monday,8200,8200,8200,8200,8060,787680,6458976000,47,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8200,8200,8200,8200,8060
1403-09-06,2024-11-26,Tuesday,8300,8300,8080,8300,8290,5555916,46056376840,364,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8300,8300,8080,8300,8290
1403-09-07,2024-11-27,Wednesday,8530,8530,8510,8530,8530,3103486,26470308220,238,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8530,8530,8510,8530,8530
1403-09-10,2024-11-30,Saturday,8780,8780,8280,8380,8500,6222689,52903252280,614,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8780,8780,8280,8380,8500
1403-09-11,2024-12-01,Sunday,8300,8600,8250,8330,8380,2838598,23795931800,319,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8300,8600,8250,8330,8380
1403-09-12,2024-12-02,Monday,8250,8630,8250,8630,8620,4802996,41425066170,335,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8250,8630,8250,8630,8620
1403-09-13,2024-12-03,Tuesday,8630,8870,8440,8640,8690,4364471,37931719970,456,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8630,8870,8440,8640,8690
1403-09-14,2024-12-04,Wednesday,8750,8950,8510,8950,8870,4756284,42190139580,405,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8750,8950,8510,8950,8870
1403-09-17,2024-12-07,Saturday,9020,9020,8610,8610,8620,4276775,36887130680,437,قشیر,قند شیروان قوچان و بجنورد,فرابورس,9020,9020,8610,8610,8620
1403-09-18,2024-12-08,Sunday,8580,8820,8410,8800,8630,1954489,16867406770,336,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8580,8820,8410,8800,8630
