J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-08-09,2024-10-30,Wednesday,11320,12020,11320,12010,11860,1888573,22407240430,101,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11090,11776,11090,11766,11619
1403-08-12,2024-11-02,Saturday,12210,12210,11550,11550,11930,793884,9529560920,63,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11962,11962,11315,11315,11687
1403-08-13,2024-11-03,Sunday,11580,11580,11580,11580,11580,3183215,36861629700,25,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11345,11345,11345,11345,11345
1403-08-14,2024-11-04,Monday,11240,11920,11240,11900,11720,1312349,15429604300,68,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11011,11678,11011,11658,11482
1403-08-15,2024-11-05,Tuesday,12050,12070,11700,12030,11760,289353,3453841300,35,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11805,11825,11462,11785,11521
1403-08-16,2024-11-06,Wednesday,12040,12040,11410,11410,11480,2055795,23594703390,128,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11795,11795,11178,11178,11247
1403-08-19,2024-11-09,Saturday,11810,11820,11530,11820,11660,1051160,12387806010,59,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11570,11580,11296,11580,11423
1403-08-20,2024-11-10,Sunday,12000,12000,12000,12000,11680,79121,949452000,9,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11756,11756,11756,11756,11443
1403-08-21,2024-11-11,Monday,12030,12030,12030,12030,11740,323115,3887073450,14,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11785,11785,11785,11785,11501
1403-08-22,2024-11-12,Tuesday,12090,12090,12090,12090,12090,1805866,21832919940,33,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11844,11844,11844,11844,11844
1403-08-23,2024-11-13,Wednesday,12450,12450,12450,12450,12100,39289,489148050,7,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12197,12197,12197,12197,11854
1403-08-27,2024-11-17,Sunday,12460,12460,12460,12460,12120,79595,991753700,2,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12207,12207,12207,12207,11874
1403-08-28,2024-11-18,Monday,12480,12480,12480,12480,12170,229111,2859305280,14,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12226,12226,12226,12226,11923
1403-08-29,2024-11-19,Tuesday,12530,12530,12530,12530,12180,52682,660105460,12,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12275,12275,12275,12275,11932
1403-08-30,2024-11-20,Wednesday,12540,12540,12540,12540,12200,69179,867504660,11,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12285,12285,12285,12285,11952
1403-09-03,2024-11-23,Saturday,12560,12560,12560,12560,12200,11500,144440000,6,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12305,12305,12305,12305,11952
1403-09-04,2024-11-24,Sunday,12560,12560,12560,12560,12220,109759,1378573040,15,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12305,12305,12305,12305,11972
1403-09-05,2024-11-25,Monday,12580,12580,12580,12580,12240,82298,1035308840,7,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12324,12324,12324,12324,11991
1403-09-06,2024-11-26,Tuesday,12850,12850,12850,12850,12280,115836,1488492600,18,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12589,12589,12589,12589,12030
1403-09-07,2024-11-27,Wednesday,12640,12640,12640,12640,12310,118147,1493378080,10,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12383,12383,12383,12383,12060
1403-09-10,2024-11-30,Saturday,12670,12670,12670,12670,12460,673506,8533321020,15,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12412,12412,12412,12412,12207
1403-09-11,2024-12-01,Sunday,12830,12830,12830,12830,12460,2742,35179860,3,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12569,12569,12569,12569,12207
1403-09-12,2024-12-02,Monday,12830,12830,12830,12830,12470,60997,782591510,10,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12569,12569,12569,12569,12216
1403-09-13,2024-12-03,Tuesday,12840,12840,12840,12840,12600,566625,7275465000,10,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12579,12579,12579,12579,12344
1403-09-14,2024-12-04,Wednesday,12970,12970,12970,12970,12610,22501,291837970,11,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12706,12706,12706,12706,12354
1403-09-17,2024-12-07,Saturday,12980,12980,12980,12980,12700,393529,5108006420,16,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12716,12716,12716,12716,12442
1403-09-18,2024-12-08,Sunday,13080,13080,13080,13080,12700,14211,185879880,5,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12814,12814,12814,12814,12442
1403-09-19,2024-12-09,Monday,13080,13080,13080,13080,12710,21976,287446080,9,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12814,12814,12814,12814,12452
1403-09-20,2024-12-10,Tuesday,13090,13090,13090,13090,12850,596671,7810423390,23,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12824,12824,12824,12824,12589
1403-09-21,2024-12-11,Wednesday,13230,13230,13230,13230,12860,29563,391118490,7,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12961,12961,12961,12961,12599
1403-09-24,2024-12-14,Saturday,13240,13240,13240,13240,12900,180982,2396201680,22,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12971,12971,12971,12971,12638
1403-09-25,2024-12-15,Sunday,13280,13280,13280,13280,12960,232603,3088967840,14,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13010,13010,13010,13010,12697
1403-09-27,2024-12-17,Tuesday,13340,13340,13340,13340,13340,95494,1273889960,13,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13069,13069,13069,13069,13069
1403-09-28,2024-12-18,Wednesday,13740,13740,13740,13740,13740,24264,333387360,11,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13461,13461,13461,13461,13461
1403-10-01,2024-12-21,Saturday,14150,14150,14150,14150,14150,42650,603497500,10,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,13862,13862,13862,13862,13862
1403-10-02,2024-12-22,Sunday,14570,14570,14570,14570,14570,24196,352535720,9,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14274,14274,14274,14274,14274
1403-10-03,2024-12-23,Monday,15000,15000,15000,15000,15000,16136,242040000,11,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,14695,14695,14695,14695,14695
1403-10-04,2024-12-24,Tuesday,15450,15450,15450,15450,15450,15613,241220850,9,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15136,15136,15136,15136,15136
1403-10-05,2024-12-25,Wednesday,15910,15910,15910,15910,15910,107884,1716434440,13,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15587,15587,15587,15587,15587
1403-10-08,2024-12-28,Saturday,16380,16380,16380,16380,16380,6647694,108889227720,149,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,16047,16047,16047,16047,16047
1403-10-09,2024-12-29,Sunday,16870,16870,16870,16870,16870,871551,14703065370,34,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,16527,16527,16527,16527,16527
1403-10-12,2025-01-01,Wednesday,17370,17370,17370,17370,17370,322411,5600279070,31,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,17017,17017,17017,17017,17017
